FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,operateur,geometry
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35b1,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6253483333333336 7.330308333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35b0,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8105166666666667 9.462543333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35af,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1101337827865982 9.76662044539662)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35ae,Centrale,Blitta,Blitta 1,Pagala-Gare,Moov,POINT (0.9838240408137477 8.178245282819535)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35ad,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8116 9.460751666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35ac,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.10714 9.762606666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35ab,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.62611 7.332931666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35aa,Centrale,Blitta,Blitta 1,Yaloumbè,Togocom,POINT (1.103205 8.284401666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a9,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1075087438161455 9.75873480703947)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a8,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1077609149260874 9.758600434154634)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a7,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.8105333333333333 9.458658333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a6,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.108179327390008 9.75733866371886)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a5,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.62682 7.3349616666666675)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a4,Centrale,Blitta,Blitta 2,Tcharè-Baou,"Moov, Togocom",POINT (1.0161105285233494 8.061342890711597)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a3,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8110850000000001 9.457405)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a2,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6266133333333332 7.3343766666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a1,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1070991147336642 9.764736700621627)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-35a0,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1068662691647533 9.764880429939309)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-359f,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1067966666666667 9.765166666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-359e,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1079092582626828 9.765130798462161)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-359d,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,Moov,POINT (1.6250093008009447 7.330606549178115)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-359c,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.80355 9.455918333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-359b,Plateaux,Moyen-Mono,Moyen-Mono 2,Katomé,"Moov, Togocom",POINT (1.6184316666666665 7.371039999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-359a,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.59518 7.31499)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3599,Centrale,Blitta,Blitta 1,Tchaloudè,"Moov, Togocom",POINT (1.1195716666666666 8.255044999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3598,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.8135927221763151 9.454592000491129)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3597,Centrale,Blitta,Blitta 2,Agbandi,Togocom,POINT (1.1338033333333333 8.228301666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3596,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.108597701212504 9.76502249034379)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3595,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.81368 9.455911666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3594,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9789148334507056 8.561020600606016)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3593,Plateaux,Moyen-Mono,Moyen-Mono 1,Ahassomè,"Moov, Togocom",POINT (1.5018216044527646 7.237090168679425)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3592,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9745799719131155 8.561724515441512)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3591,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9734744316474438 8.562579574051599)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3590,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.10924 9.765141666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-358f,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9795544648231665 8.566250871416333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-358e,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9802016666666666 8.567498333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-358d,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,"Moov, Togocom",POINT (1.5410666964088022 7.170319537282392)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-358c,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.121885727819541 9.762721359943813)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-358b,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1238199999999998 9.762631666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-358a,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1168406434488471 9.765062315079478)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3589,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1132661945673805 9.775181023968186)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3588,Kara,Doufelgou,Doufelgou 1,Koka,"Moov, Togocom",POINT (1.1257883333333334 9.781806666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3587,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9901216666666667 8.553453333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3586,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6078316666666667 7.585003333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3585,Plateaux,Wawa,Wawa 1,Késsibo,"Moov, Togocom",POINT (0.6080346605690762 7.60806788047998)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3584,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6081316666666667 7.585431666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3583,Plateaux,Danyi,Danyi 1,Danyi-Atigba,"Moov, Togocom",POINT (0.6908065295800024 7.199278034532514)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3582,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.603645 7.506655)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3581,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6054483333333334 7.50483)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3580,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6089144327383813 7.5854684104535695)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-357f,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9994466666666667 8.556333333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-357e,Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,Togocom,POINT (0.5787016666666667 6.948371666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-357d,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (1.000898537559375 8.5558184852488)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-357c,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9996966666666667 8.55621)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-357b,Plateaux,Akébou,Akébou 1,Djon,Togocom,POINT (0.7887033333333334 7.733898333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-357a,Centrale,Sotouboua,Sotouboua 2,Tittigbe,"Moov, Togocom",POINT (1.0997413514389938 8.615349862404091)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3579,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (1.0324221817253685 8.55466634313883)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3578,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9999966666666666 8.555254999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3577,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.603788799139777 7.5072044637489705)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3576,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7673783333333334 6.823379999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3575,Centrale,Blitta,Blitta 1,Blitta-Village,"Moov, Togocom",POINT (1.0097931386644676 8.343850788261433)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3574,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.75797 6.833368333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3573,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (1.0039349999999998 8.555356666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3572,Plateaux,Kloto,Kloto 1,Hanyigba,Moov,POINT (0.6063681897436777 6.907999462851414)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3571,Kara,Doufelgou,Doufelgou 2,Défalé,Togocom,POINT (1.0868716666666667 9.892921666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3570,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7313631973315698 7.129337749058061)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-356f,Plateaux,Wawa,Wawa 1,Badou,Nsp,POINT (0.610520954633064 7.583722160691206)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-356e,Centrale,Sotouboua,Sotouboua 2,Tittigbe,"Moov, Togocom",POINT (1.0904416666666668 8.602968333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-356d,Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,"Moov, Togocom",POINT (0.5593766666666667 6.95552)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-356c,Centrale,Blitta,Blitta 1,Blitta-Village,Togocom,POINT (1.0090186106875085 8.34387108390678)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-356b,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.5709323181035794 6.848446972020235)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-356a,Plateaux,Wawa,Wawa 1,Tomégbé,Togocom,POINT (0.5998766666666667 7.510763333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3569,Centrale,Blitta,Blitta 1,Blitta-Village,"Moov, Togocom",POINT (1.0095012729428479 8.342453084079366)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3568,Plateaux,Est-Mono,Est-Mono 1,Gbadjahè,"Moov, Togocom",POINT (1.3028365502687536 7.850638297738127)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3567,Plateaux,Danyi,Danyi 1,Danyi-Atigba,"Moov, Togocom",POINT (0.6931565971938324 7.15854421347235)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3566,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6072616666666666 7.514688333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3565,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6031283333333334 7.510373333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3564,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7670446280907198 6.825735118552881)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3563,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7878316666666667 7.653393333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3562,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6010433333333334 7.510586666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3561,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6021339775467976 7.510409929878403)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3560,Centrale,Blitta,Blitta 1,Blitta-Village,Togocom,POINT (1.0095750000000001 8.342153333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-355f,Kara,Doufelgou,Doufelgou 1,Baga,Togocom,POINT (1.1086613464225015 9.794269372047507)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-355e,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7311739398203234 7.130418064736034)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-355d,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7311739398203234 7.130418005723392)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-355c,Centrale,Sotouboua,Sotouboua 2,Séssaro,"Moov, Togocom",POINT (1.1873351927259188 8.61710814670383)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-355b,Plateaux,Kloto,Kloto 1,Agome-Kpalime,"Moov, Togocom",POINT (0.6321605960451814 6.914897982123127)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-355a,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7308191281959868 7.130475539185627)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3559,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6090416666666666 7.587371666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3558,Centrale,Sotouboua,Sotouboua 2,Adjengré,"Moov, Togocom",POINT (1.0219421160432427 8.64923743841104)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3557,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6065522417559231 7.513385423859202)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3556,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9934999999999999 8.553596666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3555,Kara,Doufelgou,Doufelgou 1,Baga,Togocom,POINT (1.1034574110432875 9.791828147047582)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3554,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6029816666666666 7.510455)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3553,Plateaux,Agou,Agou 1,Gadja,Togocom,POINT (0.7673993275043226 6.821226910966034)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3552,Plateaux,Kloto,Kloto 1,Agome-Kpalime,"Moov, Togocom",POINT (0.6315766666666666 6.914451666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3551,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Togocom,POINT (0.7312851917326779 7.1317253024521285)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3550,Plateaux,Wawa,Wawa 1,Badou,Moov,POINT (0.609745 7.59308)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-354f,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.990434985047729 8.549566064512556)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-354e,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7877761781479984 7.6540003748627985)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-354d,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9920028258643928 8.552448161862763)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-354c,Plateaux,Wawa,Wawa 1,Tomégbé,Togocom,POINT (0.6029866666666667 7.510616666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-354b,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.60951 7.591276666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-354a,Kara,Doufelgou,Doufelgou 1,Baga,Togocom,POINT (1.0989453689710715 9.803233902498079)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3549,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.60948 7.59051)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3548,Plateaux,Kloto,Kloto 3,Kouma,"Moov, Togocom",POINT (0.5608816666666667 6.979421666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3547,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7686018129893605 6.822262021994298)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3546,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6091383333333333 7.588941666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3545,Centrale,Blitta,Blitta 1,Blitta-Village,Togocom,POINT (1.0063783333333334 8.333419999999998)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3544,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.770142022951837 6.822448197575376)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3543,Plateaux,Danyi,Danyi 1,Danyi-Atigba,"Moov, Togocom",POINT (0.693622334751393 7.1596809173795295)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3542,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7700750000000001 6.823321666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3541,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9922254097888361 8.546334086418025)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3540,Plateaux,Danyi,Danyi 1,Danyi-Atigba,"Moov, Togocom",POINT (0.6938583333333334 7.160034999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-353f,Plateaux,Danyi,Danyi 1,Danyi-Atigba,"Moov, Togocom",POINT (0.6941849999999999 7.160601666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-353e,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.5451583333333333 6.836973333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-353d,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7874688220891737 7.654957003933707)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-353c,Kara,Doufelgou,Doufelgou 1,Baga,"Moov, Togocom",POINT (1.0983369809762609 9.791063326534015)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-353b,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7678239688706159 6.824563403768935)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-353a,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9913975298767816 8.542779971311253)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3539,Plateaux,Wawa,Wawa 1,Badou,Moov,POINT (0.6071150000000001 7.5849416666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3538,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7715216666666667 6.8284416666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3537,Kara,Doufelgou,Doufelgou 2,Défalé,"Moov, Togocom",POINT (1.0885166666666668 9.870873333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3536,Centrale,Blitta,Blitta 1,Blitta-Village,"Moov, Togocom",POINT (1.008049967468934 8.348200132922003)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3535,Plateaux,Kloto,Kloto 1,Agome-Kpalime,"Moov, Togocom",POINT (0.6291966808280667 6.915612407523344)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3534,Kara,Doufelgou,Doufelgou 1,Baga,"Moov, Togocom",POINT (1.1039737169653798 9.788933290318253)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3533,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.988580341917236 8.54256496363702)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3532,Centrale,Blitta,Blitta 1,Blitta-Village,Togocom,POINT (1.0099243963530895 8.351346266510493)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3531,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Togocom,POINT (0.6274633333333333 6.915075)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3530,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.786085695076958 7.6549361566359195)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-352f,Centrale,Sotouboua,Sotouboua 2,Adjengré,"Moov, Togocom",POINT (1.0190933333333334 8.651461666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-352e,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9876729705244335 8.547107553748189)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-352d,Plateaux,Akébou,Akébou 1,Kougnohou,Togocom,POINT (0.7876366666666667 7.65546)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-352c,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.731375 7.133360000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-352b,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7313750041842622 7.133388373869485)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-352a,Kara,Doufelgou,Doufelgou 2,Défalé,Nsp,POINT (1.0903742064113406 9.864451558500845)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3529,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7299827014590459 7.128519630448209)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3528,Plateaux,Est-Mono,Est-Mono 2,Morétan,"Moov, Togocom",POINT (1.3520706137378358 8.106090968092923)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3527,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7316030595263381 7.133158136027798)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3526,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7883866666666666 7.653171666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3525,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.5734716666666666 6.846945)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3524,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7318512759911845 7.13434236454982)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3523,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7943466666666666 6.793746666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3522,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.5797331407445071 6.846054106404664)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3521,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9876431852324977 8.546789859325683)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-3520,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7296439471733783 7.128477602194678)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-351f,Centrale,Blitta,Blitta 1,Blitta,"Moov, Togocom",POINT (0.9800483333333333 8.326075)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-351e,Plateaux,Kloto,Kloto 3,Kouma,"Moov, Togocom",POINT (0.5963233333333334 6.975576666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-351d,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7927277670578309 7.657379796455596)
