FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,operateur,geometry
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-608a,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.8114283333333333 9.456035000000002)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6089,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6262365818077142 7.333242796143994)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6088,Centrale,Blitta,Blitta 2,Tcharè-Baou,"Moov, Togocom",POINT (1.0164562363574303 8.059988234824473)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6087,Centrale,Blitta,Blitta 3,Welly,"Moov, Togocom",POINT (0.8757768131976247 8.076485465739447)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6086,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,Togocom,POINT (1.625291666666667 7.330768333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6085,Centrale,Blitta,Blitta 1,Tchaloudè,"Moov, Togocom",POINT (1.119235 8.255268333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6084,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.8146916666666667 9.454708333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6083,Centrale,Blitta,Blitta 2,Tcharè-Baou,"Moov, Togocom",POINT (1.0364995226661942 8.011529664460276)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6082,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8046273561552342 9.454736800622527)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6081,Centrale,Blitta,Blitta 1,Tchaloudè,"Moov, Togocom",POINT (1.1192516666666668 8.254506666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6080,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.5949200000000001 7.314066666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-607f,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8056504383825468 9.455992511328388)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-607e,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.8130566666666666 9.454289999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-607d,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8083247765787976 9.456758563919268)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-607c,Centrale,Blitta,Blitta 2,Agbandi,"Moov, Togocom",POINT (1.1336416666666667 8.228483333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-607b,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.8138633333333334 9.454646666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-607a,Centrale,Sotouboua,Sotouboua 1,Kaniamboua,"Moov, Togocom",POINT (1.00207 8.606193333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6079,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1088198536608898 9.764991142147373)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6078,Plateaux,Moyen-Mono,Moyen-Mono 1,Ahassomè,"Moov, Togocom",POINT (1.5016149421333218 7.238067342213082)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6077,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Moov,POINT (0.9761864412659758 8.55977119155511)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6076,Kara,Assoli,Assoli 1,Bafilo,Nsp,POINT (1.24278 9.353358333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6075,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9763570258388409 8.560831309035585)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6074,Plateaux,Moyen-Mono,Moyen-Mono 1,Ahassomè,"Moov, Togocom",POINT (1.5016116666666668 7.236498333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6073,Plateaux,Moyen-Mono,Moyen-Mono 2,Katomé,Togocom,POINT (1.620073359481858 7.374466722900698)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6072,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9730217903151097 8.563008552324295)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6071,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1092503812263217 9.765163920416187)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6070,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9818416666666666 8.567943333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-606f,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9819252190804983 8.567947450817423)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-606e,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,"Moov, Togocom",POINT (1.512916666666667 7.167535)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-606d,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9877833854340624 8.569238514830804)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-606c,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9848616666666667 8.572675)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-606b,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9847483333333333 8.573730000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-606a,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9872666666666666 8.575218333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6069,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9871619122510051 8.574747701620977)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6068,Plateaux,Wawa,Wawa 1,Badou,Togocom,POINT (0.6072783333333334 7.585043333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6067,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",POINT (0.604535 7.436576666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6066,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",POINT (0.6030016666666668 7.440315)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6065,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",POINT (0.60302 7.441201666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6064,Plateaux,Wawa,Wawa 1,Kpété-Béna,Moov,POINT (0.603424018231387 7.442438174087735)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6063,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",POINT (0.6032233333333333 7.441661666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6062,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6077066666666667 7.585208333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6061,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9947756372490362 8.558696630281112)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6060,Centrale,Blitta,Blitta 1,Blitta-Village,"Moov, Togocom",POINT (1.010086533722191 8.345404605589952)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-605f,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6099915482612455 7.5847557825328495)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-605e,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.60378 7.5068166666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-605d,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (1.0011266666666667 8.555771666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-605c,Plateaux,Kloto,Kloto 3,Agomé-Yoh,Togocom,POINT (0.5789216666666667 6.9484699999999995)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-605b,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6038633333333333 7.507825)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-605a,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.608505 7.585553333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6059,Plateaux,Wawa,Wawa 1,Késsibo,"Moov, Togocom",POINT (0.6531266666666667 7.590348333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6058,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (1.002744368678376 8.555321966627924)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6057,Centrale,Sotouboua,Sotouboua 2,Tittigbe,"Moov, Togocom",POINT (1.0999375043256285 8.615754535308444)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6056,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6081483333333334 7.585286666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6055,Kara,Doufelgou,Doufelgou 1,Koka,"Moov, Togocom",POINT (1.1178166982064537 9.783694792174021)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6054,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6039666061345038 7.510228335240232)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6053,Plateaux,Wawa,Wawa 1,Késsibo,"Moov, Togocom",POINT (0.6579096906208813 7.587894227882794)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6052,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (1.0027766666666666 8.554558333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6051,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6086066666666666 7.585461666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6050,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (1.006325 8.554696666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-604f,Plateaux,Wawa,Wawa 1,Tomégbé,Togocom,POINT (0.6047333333333333 7.510048333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-604e,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6116417283547457 7.582888941735584)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-604d,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.60909 7.585535)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-604c,Plateaux,Kloto,Kloto 1,Hanyigba,"Moov, Togocom",POINT (0.6063433333333333 6.908356666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-604b,Plateaux,Wawa,Wawa 1,Badou,Togocom,POINT (0.6090483333333334 7.5856650000000005)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-604a,Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,"Moov, Togocom",POINT (0.5678963 6.9549656)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6049,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7313836389219402 7.1294431769866495)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6048,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",POINT (0.6039516666666667 7.510580000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6047,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1117204757642722 9.783054713301578)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6046,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7309630734464772 7.129737209612022)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6045,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.609140682354411 7.586287201238077)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6044,Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,"Moov, Togocom",POINT (0.5577633333333334 6.953005)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6043,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.995595 8.556281666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6042,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7880855883847372 7.653492296400952)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6041,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7687166666666666 6.824089999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6040,Centrale,Sotouboua,Sotouboua 2,Tittigbe,"Moov, Togocom",POINT (1.1000116666666666 8.615491666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-603f,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4748984857294792 10.3439402966285)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-603e,Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,Togocom,POINT (0.5558966666666667 6.95504)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-603d,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7685548398848516 6.823269943525027)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-603c,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9945799999999999 8.556175)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-603b,Centrale,Blitta,Blitta 1,Blitta-Village,"Moov, Togocom",POINT (1.0087066666666666 8.343883333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-603a,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7879276584464784 7.653667816903012)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6039,Plateaux,Kloto,Kloto 1,Hanyigba,Togocom,POINT (0.5635060546171291 6.895452335198907)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6038,Centrale,Blitta,Blitta 1,Blitta-Village,Togocom,POINT (1.0087283333333334 8.340343333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6037,Plateaux,Kloto,Kloto 3,Kouma,Togocom,POINT (0.5576466666666666 6.97713)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6036,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9904 8.552088333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6035,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.769325 6.823450000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6034,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9906956270151179 8.547681209562809)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6033,Plateaux,Wawa,Wawa 1,Badou,Togocom,POINT (0.609525 7.591298333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6032,Plateaux,Kloto,Kloto 3,Kouma,"Moov, Togocom",POINT (0.5598166666666666 6.978793333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6031,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.54608 6.8384616666666656)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6030,Kara,Kozah,Kozah 2,Bohou,Nsp,POINT (1.1850933333333333 9.645536666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-602f,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1971987559782213 9.588857683442106)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-602e,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1969066666666668 9.589325)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-602d,Maritime,Vo,Vo 1,Vogan,Nsp,POINT (1.5235166666666666 6.342011666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-602c,Kara,Doufelgou,Doufelgou 2,Défalé,Togocom,POINT (1.09191708541477 9.89265197603021)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-602b,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7871866666666667 7.654493333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-602a,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7869883117964982 7.654826484523947)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6029,Plateaux,Wawa,Wawa 1,Tomégbé,Togocom,POINT (0.6073833333333333 7.513685)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6028,Plateaux,Kloto,Kloto 1,Agome-Kpalime,"Moov, Togocom",POINT (0.6309521556129276 6.915233849845977)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6027,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.99136 8.544755)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6026,Plateaux,Akébou,Akébou 1,Kougnohou,"Moov, Togocom",POINT (0.7877219965845685 7.654886603649766)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6025,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Togocom,POINT (0.6308516666666667 6.914931666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6024,Kara,Doufelgou,Doufelgou 2,Défalé,Nsp,POINT (1.0917362 9.8666051)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6023,Kara,Doufelgou,Doufelgou 1,Baga,Togocom,POINT (1.0969909807258988 9.79508694534202)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6022,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7323349624326334 7.130435390336109)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6021,Plateaux,Kloto,Kloto 3,Kouma,"Moov, Togocom",POINT (0.566015 6.990824999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6020,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7309704617093168 7.128469726961358)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-601f,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7332284675747763 7.130279146056335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-601e,Centrale,Sotouboua,Sotouboua 2,Adjengré,"Moov, Togocom",POINT (1.0354865455950872 8.647045691871883)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-601d,Centrale,Sotouboua,Sotouboua 2,Séssaro,"Moov, Togocom",POINT (1.1897633333333335 8.614485)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-601c,Plateaux,Danyi,Danyi 1,Danyi-Atigba,"Moov, Togocom",POINT (0.6938449999999999 7.161496666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-601b,Kara,Doufelgou,Doufelgou 1,Baga,"Moov, Togocom",POINT (1.0988659462207055 9.791034479064287)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-601a,Kara,Doufelgou,Doufelgou 2,Défalé,"Moov, Togocom",POINT (1.0884516666666668 9.871648333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6019,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7328145325437981 7.129158919611347)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6018,Kara,Doufelgou,Doufelgou 2,Défalé,"Moov, Togocom",POINT (1.08899 9.877315000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6017,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7307177783068758 7.1284475069804145)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6016,Plateaux,Kloto,Kloto 1,Agome-Kpalime,"Moov, Togocom",POINT (0.6311633333333333 6.916425)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6015,Kara,Doufelgou,Doufelgou 2,Défalé,Nsp,POINT (1.0885916666666666 9.871266666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6014,Plateaux,Akébou,Akébou 1,Kougnohou,Togocom,POINT (0.7890614276171176 7.654870734814041)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6013,Centrale,Sotouboua,Sotouboua 2,Adjengré,"Moov, Togocom",POINT (1.01773459215112 8.654682523784809)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6012,Centrale,Blitta,Blitta 1,Blitta-Village,"Moov, Togocom",POINT (1.007334179348657 8.349820560887387)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6011,Centrale,Sotouboua,Sotouboua 2,Adjengré,"Moov, Togocom",POINT (1.0234833333333335 8.649033333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6010,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.79402 6.794906666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-600f,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7939714464479941 6.7949267781025675)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-600e,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.5715566666666666 6.845946666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-600d,Plateaux,Kloto,Kloto 3,Kouma,Togocom,POINT (0.5749533333333333 6.958830000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-600c,Kara,Doufelgou,Doufelgou 2,Défalé,"Moov, Togocom",POINT (1.0884566666666666 9.869383333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-600b,Centrale,Sotouboua,Sotouboua 2,Séssaro,"Moov, Togocom",POINT (1.1844999999999999 8.619356666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-600a,Centrale,Sotouboua,Sotouboua 2,Adjengré,"Moov, Togocom",POINT (1.0201666666666667 8.650335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6009,Centrale,Blitta,Blitta 1,Blitta-Village,Togocom,POINT (1.0100683333333333 8.353538333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6008,Kara,Bassar,Bassar 1,Bassar,Nsp,POINT (0.7777862292362757 9.261604959818461)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6007,Kara,Doufelgou,Doufelgou 1,Baga,"Moov, Togocom",POINT (1.1021308507788468 9.787697851188957)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6006,Centrale,Sotouboua,Sotouboua 2,Adjengré,"Moov, Togocom",POINT (1.0189316666666668 8.65179)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6005,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9870933333333334 8.544971666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6004,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.5719766666666667 6.847428333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6003,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.79368 6.794499999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6002,Plateaux,Kloto,Kloto 1,Womé,"Moov, Togocom",POINT (0.5726616666666666 6.846446666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6001,Plateaux,Kloto,Kloto 3,Kouma,"Moov, Togocom",POINT (0.5809583333333334 6.9547783333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6000,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Togocom,POINT (0.6285533333333333 6.915063333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5fff,Kara,Doufelgou,Doufelgou 2,Défalé,"Moov, Togocom",POINT (1.0936883333333334 9.867511666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5ffe,Plateaux,Akébou,Akébou 1,Kougnohou,Togocom,POINT (0.7884238673227402 7.652766261520135)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5ffd,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,"Moov, Togocom",POINT (0.7296492950274089 7.128299097713688)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5ffc,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.7950337578881618 6.795152399012359)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5ffb,Plateaux,Agou,Agou 1,Gadja,"Moov, Togocom",POINT (0.795175464522952 6.796022418273637)
